Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
The Secret Life of Walter Mitty,2013,Ben Stiller,"['Ben Stiller', 'Kristen Wiig', 'Sean Penn', 'Shirley MacLaine', 'Adam Scott', 'Kathryn Hahn', 'Patton Oswalt', 'Adrian Martinez', 'Ólafur Darri Ólafsson', 'Gunnar Helgason', 'Terence Bernie Hines', 'Alex Anfanger', 'Gary Wilmes', 'Jon Daly', 'Gurdeep Singh', 'Paul Fitzgerald', 'Grace Rex', 'Amanda Naughton', 'Nolan Carley', 'Joey Slotnick', 'Marcus Antturi', 'Amy Stiller', 'Rosamund Gundmundsdottir', 'Stuart Cornfeld', 'Maariu Olsen', 'Makka Kleist', 'Þórhallur Sigurðsson', 'Ari Matthíasson', 'Hendrikus Schraven', 'Finni Johannsson', 'Eysteinn Gardarsson', 'José Alcántara', 'Rodrigo Espinosa', 'Seba Alón', 'Miguel Baez-Olavarria', 'Daniel Orellana', 'Antonio Molina', 'Martin Lagos', 'Andres Quezada', 'Valur Snaer Hilmarsson', 'Eythor Atli Hilmarsson', 'Birgir Jarl Runarsson', 'Kai Lennox', ""Conan O'Brien"", 'Andy Richter', 'Anthony Desio', 'Losang Thonden', 'Rinjee Sherpa', 'Haroon Nawabi', 'Stefan B. Onundarson', 'Mohammed Arif Baser', 'Mohammed Pancherri', 'Ehsan Nawroz', 'Steve Assil', 'Ang Babu Sherpa', 'Ang Gelu Sherpa', 'Dawa Sherpa', 'Ngima T. Sherpa', 'Nuri Chhiri Sherpa', 'Lhakpa Sonam Sherpa', 'Phurba Tashi Sherpa', 'Walter Mudu', 'Liz Mikel', 'Brian Scott McFadden', 'Dion Graham', 'Richard DeDomenico', 'Matt Levin', ""Craig 'Radioman' Castaldo"", 'George Aloi', 'Paul Bosche', 'Jerome Brooks Jr.', 'Brady Bryson', 'Greg Cipes', 'Marmee Regine Cosico', 'Jay Ferraro', 'Gary Ferster', 'Samantha Gelnaw', 'Efraiem Hanna', 'Rosemary Howard', 'Ilan Krigsfeld', 'Alex Kruz', 'Anna Kuchma', 'Dennis Lauricella', 'Raymond Mamrak', 'Jennifer Leigh Mann', 'Ryan McBride', 'Ryan Nicolls', 'Hal Panchansky', 'Roy Pollack', 'Wes Pope', 'Lil Rhee', 'Bennie Road', 'Shade Rupe', 'Stephen Sapienza', 'Chloe Elaine Scharf', 'Joshua Schubart', 'Tara Strong', 'Rob Tode', 'Marco Torriani', 'Barbara Vincent', 'Hynden Walch', 'Kelsey Wang', 'Christopher Watts', 'William Henderson White', 'Nicole Neuman', 'Dennis Rees']",3.72,nan,"['Comedy', 'Adventure', 'Fantasy', 'Drama']",114,"['UK', 'USA']",English,"['English', 'Icelandic', 'Spanish']","['20th Century Fox', 'TSG Entertainment', 'Samuel Goldwyn Films', 'Red Hour', 'New Line Cinema', 'Big Screen Productions', 'Down Productions', 'Ingenious Media']",611725,69345,167815,15000,1215,3355,3268,14861,18582,60422,69220,96624,35011,58229,360787,https://letterboxd.com/film/the-secret-life-of-walter-mitty-2013/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
The Silence of the Lambs,1991,Jonathan Demme,"['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn', 'Ted Levine', 'Anthony Heald', 'Brooke Smith', 'Diane Baker', 'Kasi Lemmons', 'Frankie Faison', 'Tracey Walter', 'Charles Napier', 'Danny Darst', 'Alex Coleman', 'Dan Butler', 'Paul Lazar', 'Ron Vawter', 'Roger Corman', 'Lawrence A. Bonney', 'Lawrence T. Wrentz', 'Don Brockett', 'Frank Seals Jr.', 'Stuart Rudin', 'Jeffrie Lane', 'Leib Lensky', ""George 'Red' Schwartz"", 'Jim Roche', 'James B. Howard', 'Bill Miller', 'Chuck Aber', 'Gene Borkan', 'Pat McNamara', 'Kenneth Utt', 'Adelle Lutz', 'Obba Babatundé', 'Jim Dratfield', 'Stanton-Miranda', 'Rebecca Saxon', 'Cynthia Ettinger', 'Brent Hinkley', 'Steve Wyatt', 'David Early', 'Andre B. Blake', 'Bill Dalzell', 'Chris Isaak', 'Daniel von Bargen', 'Tommy Lafitte', 'Josh Broder', 'Buzz Kilman', 'Harry Northup', 'Lauren Roselli', 'Maria Skorobogatov', 'Lamont Arnold', 'John Hall', 'Ted Monte', 'George A. Romero', 'John W. Iwanonkiw', 'Robert W. Castle', 'Chris McGinn', 'Gary Goetzman', 'George Michael']",4.33,4,"['Horror', 'Crime', 'Thriller', 'Drama']",119,['USA'],English,['English'],"['Orion Pictures', 'Strong Heart', 'Clinica Estetico', 'A Luta Continua']",2179018,307440,830387,34000,923,2352,1374,10438,10169,83139,103065,406259,247478,480964,1346161,https://letterboxd.com/film/the-silence-of-the-lambs/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
The Departed,2006,Martin Scorsese,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg', 'Vera Farmiga', 'Martin Sheen', 'Ray Winstone', 'Anthony Anderson', 'Alec Baldwin', 'Kevin Corrigan', 'James Badge Dale', ""David O'Hara"", 'Mark Rolston', 'Robert Wahlberg', 'Kristen Dalton', 'Thomas B. Duffy', 'Richard Hughes', 'J.C. MacKenzie', 'Mary Klug', 'Peg Holzemer', ""Robert 'Toshi' Kar Yuen Chan"", 'Gurdeep Singh', 'Armen Garo', 'John Cenatiempo', 'Joseph Riccobene', 'Billy Smith', 'Lyman Chen', 'Kevin P. McCarthy', 'Chris Fischer', 'Brian Smyj', 'William Severs', 'Larry Mitchell', 'Anthony Estrella', 'Andrew Breving', 'Tracey Paleo', 'Douglas Crosby', 'Dorothy Lyman', 'Audrie Neenan', 'Frank Mallicoat', 'Paula DeMers', 'Conor Donovan', 'Amanda Lynch', 'Sallie Toussaint', 'Patrick Coppola', ""Mick O'Rourke"", 'Deborah Carlson', 'Nellie Sciutto', 'Peter Welch', 'Henry Yuk', 'Dennis Lynch', 'Michael Byron', 'William Lee', 'John Rue', 'Peter Crafts', 'Joseph P. Reidy', 'John Farrer', 'Paris Karounos', 'Brian Haley', 'Terry Serpico', 'Jay Giannone', 'John Polce', 'Bo Cleary', 'David Conley', 'Victor Chan', 'Jill Brown', 'Sarah Fearon', 'Denece Ryland', 'Zachary Pauliks', 'Daniel F. Risteen, Jr.', 'Francis P. Hughes', 'Johnny Cicco', 'Chance Kelly', 'Shay Duffin', 'John McConnell', 'Kenneth Stoddard', 'Jeffrey Winter', 'Paddy Curran', 'Mark Philip Patrick', 'David Fischer', 'Walter Y.F. Wong', 'Tony M. Yee', 'Francesca Scorsese', 'Alex Morris', 'Emma Tillinger Koskoff', ""Craig 'Radioman' Castaldo"", 'Takumi Bando', 'Eric Bruno Borgman', 'Brendan Burke', 'Chris Chinn', 'Jeffrey Corazzini', 'Jim Ford', 'Trudi Goodman', 'Steve Lord', 'Jack McCullough', 'Osmani Rodriguez', 'Lawrence Cameron Steele', 'Conor Timmis', 'Joseph Oliveira', 'Adam Masnyk', 'John Franchi', 'Paul McGillicuddy', 'Kim Carrell', 'Rebecca Love']",4.3,4.5,"['Crime', 'Thriller', 'Drama']",151,"['Hong Kong', 'USA']",English,"['English', 'Cantonese']","['Warner Bros. Pictures', 'Plan B Entertainment', 'Initial Entertainment Group', 'Vertigo Entertainment', 'Media Asia Films']",1209626,214399,400329,16000,967,1844,1377,7147,8397,46971,76016,246385,179956,216300,785360,https://letterboxd.com/film/the-departed/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
Speed,1994,Jan de Bont,"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock', 'Jeff Daniels', 'Joe Morton', 'Alan Ruck', 'Glenn Plummer', 'Richard Lineback', 'Beth Grant', 'Hawthorne James', 'Carlos Carrasco', 'David Kriegel', 'Natsuko Ohama', 'Daniel Villarreal', 'Simone Gad', 'Loretta Jean', 'Sherri Villanueva', 'Margaret Medina', 'Jordan Lund', 'Robert Mailhouse', 'Patrick Fischler', 'Patrick John Hurley', 'Susan Barnes', 'Rick Dano', 'Michael Sottile', 'Jane Crawley', ""Anne O'Sullivan"", 'Beau Starr', 'John Capodice', 'Thomas Rosales Jr.', 'James DuMont', 'Antonio Mora', 'Patty Toy', 'Todd Gordon', 'Bruce Wright', 'Mark Kriski', 'Dagny Hultgreen', 'Richard Schiff', 'Joseph Carberry', 'Sandy Martin', 'Neisha Folkes-LeMelle', 'Jim Mapp', 'Milton Quon', 'Sonia Jackson', 'Carmen Williams', 'Paula Montes', 'Loyda Ramos', 'Julia Vera', 'Marylou Lim', 'Brian K. Grant', 'Barry Kramer', 'Robin McKee', 'Paige Goodman', 'Christina Fitzgerald', 'Tara Thomas', 'Cece Tsou', 'Michael N. Fujimoto', 'Richard Gelb', 'Veronica Cartwright', 'Scott Wilder', 'Mohammed Aslam']",3.66,nan,"['Adventure', 'Action', 'Crime']",116,['USA'],English,['English'],"['20th Century Fox', 'The Mark Gordon Company']",436047,51923,91636,1100,319,1242,1338,7209,11029,46369,55042,70499,18682,20260,231989,https://letterboxd.com/film/speed/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
Bonnie and Clyde,1967,Arthur Penn,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard', 'Gene Hackman', 'Estelle Parsons', 'Denver Pyle', 'Dub Taylor', 'Evans Evans', 'Gene Wilder', 'Mabel Cavitt', 'Patrick Cranshaw', 'Owen Bush', 'Clyde Howdy', 'Russ Marker', 'Ann Palmer', 'Ken Mayer']",3.91,nan,"['Crime', 'Drama']",111,['USA'],English,['English'],"['Tatira-Hiller Productions', 'Warner Bros.-Seven Arts']",160745,56826,38702,554,114,288,377,1756,2691,12199,19085,34346,12154,10870,93880,https://letterboxd.com/film/bonnie-and-clyde/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
Sling Blade,1996,Billy Bob Thornton,"['Billy Bob Thornton', 'Dwight Yoakam', 'J.T. Walsh', 'John Ritter', 'Lucas Black', 'Natalie Canerday', 'James Hampton', 'Robert Duvall', 'Rick Dial', 'Brent Briscoe', 'Christine Renee Ward', 'Sarah Boss', 'Kathy Sue Brown', 'Wendell Rafferty', 'Bruce Hampton', 'Vic Chesnutt', 'Mickey Jones', 'Ian Moore', 'Judy Pryor Trice', 'Scott Stewart', 'Betty Lynn Hall', 'Jim Jarmusch', 'Gary Don Fletcher', 'Tim Holder', 'Tom Kagy', 'Stacy Thomason', 'Jackie Stewart', 'Jamie Stewart', 'D.J. Royston', 'Lacy Bailey', 'Raymond Lewallen', 'Bill Glasscock']",3.9,nan,['Drama'],135,['USA'],English,['English'],"['Miramax', 'The Shooting Gallery']",50943,12558,11078,269,45,156,133,573,871,3629,5743,10182,3674,3589,28595,https://letterboxd.com/film/sling-blade/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
The Reader,2008,Stephen Daldry,"['Kate Winslet', 'Ralph Fiennes', 'David Kross', 'Lena Olin', 'Bruno Ganz', 'Jeanette Hain', 'Hannah Herzsprung', 'Karoline Herfurth', 'Volker Bruch', 'Alexandra Maria Lara', 'Fabian Busch', 'Vijessna Ferkic', 'Susanne Lothar', 'Matthias Habich', 'Burghart Klaußner', 'Sylvester Groth', 'Jürgen Tarrach', 'Florian Bartholomäi', 'Moritz Grove', 'Kirsten Block', 'Margarita Broich', 'Marie Gruber', 'Martin Brambach', 'Carmen-Maja Antoni', 'Heike Hanold-Lynch', 'Linda Bassett', 'Ludwig Blochberger', 'Benjamin Trinks']",3.58,4,"['Romance', 'Drama']",124,"['Germany', 'USA']",English,"['English', 'German', 'Latin', 'Greek (modern)']","['The Weinstein Company', 'Filmstiftung Nordrhein-Westfalen', 'Mirage Enterprises', 'Studio Babelsberg', 'FFA', 'Deutscher Filmförderfonds', 'Medienboard Berlin-Brandenburg', 'ARD', 'Mitteldeutsche Medienförderung']",145808,20090,24450,466,389,783,860,3412,4705,15550,18536,22971,5830,7340,80376,https://letterboxd.com/film/the-reader/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
The Night of the Hunter,1955,Charles Laughton,"['Billy Chapin', 'Robert Mitchum', 'Sally Jane Bruce', 'Lillian Gish', 'Shelley Winters', 'James Gleason', 'Evelyn Varden', 'Peter Graves', 'Don Beddoe', 'Gloria Castillo', 'James Griffith', 'Gloria Pall', 'Paul Bryar', 'Cheryl Callaway', 'Alexander Campbell', 'Michael Chapin', 'Roy Engel', 'Kay Lavelle', 'Frances Morris']",4.27,nan,"['Drama', 'Crime', 'Thriller']",93,['USA'],English,['English'],"['Paul Gregory Productions', 'United Artists']",174490,88513,61175,3100,120,282,326,1384,2110,7918,13320,33190,24635,34048,117333,https://letterboxd.com/film/the-night-of-the-hunter/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
Inception,2010,Christopher Nolan,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ken Watanabe', 'Tom Hardy', 'Elliot Page', 'Dileep Rao', 'Cillian Murphy', 'Tom Berenger', 'Marion Cotillard', 'Pete Postlethwaite', 'Michael Caine', 'Lukas Haas', 'Talulah Riley', 'Tohoru Masamune', 'Taylor Geare', 'Claire Geare', 'Johnathan Geare', 'Yuji Okumoto', 'Earl Cameron', 'Ryan Hayward', 'Miranda Nolan', 'Russ Fega', 'Tim Kelleher', 'Coralie Dedykere', 'Silvie Laguna', 'Virgile Bramly', 'Nicolas Clerc', 'Jean-Michel Dagory', 'Marc Raducci', 'Tai-Li Lee', 'Magnus Nolan', 'Helena Cullinan', 'Mark Fleischmann', 'Shelley Lang', 'Adam Cole', 'Jack Murray', 'Kraig Thornber', 'Angela Nathenson', 'Natasha Beaumont', 'Carl Gilliard', 'Jill Maddrell', 'Alex Lombard', 'Nicole Pulliam', 'Peter Basham', 'Michael Gaston', 'Felix Scott', 'Andrew Pleavin', 'Lisa Reynolds', 'Jason Tendell', 'Jack Gilroy', 'Shannon Welles', 'Daniel Girondeaud']",4.19,4.5,"['Action', 'Adventure', 'Science Fiction']",148,"['UK', 'USA']",English,"['English', 'French', 'Japanese', 'Swahili']","['Legendary Pictures', 'Syncopy', 'Warner Bros. Pictures']",3197189,359570,1292436,55000,2762,8598,4401,33076,26632,180750,173996,603792,307393,647416,1988816,https://letterboxd.com/film/inception/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
Magnolia,1999,Paul Thomas Anderson,"['Jeremy Blackman', 'Tom Cruise', 'Melinda Dillon', 'Philip Baker Hall', 'Philip Seymour Hoffman', 'Ricky Jay', 'William H. Macy', 'Alfred Molina', 'Julianne Moore', 'John C. Reilly', 'Jason Robards', 'Melora Walters', 'Pat Healy', 'Genevieve Zweig', 'Mark Flanagan', 'Neil Flynn', 'Rod McLachlan', 'Allan Graf', 'Patton Oswalt', ""Raymond 'Big Guy' Gonzales"", 'Brad Hunt', 'Jim Meskimen', ""Chris O'Hara"", 'Clement Blake', 'Frank Elmore', 'John Kraft Seitz', 'Cory Buck', 'Tim Soronen', 'Jim Ortlieb', 'Thomas Jane', 'Holly Houston', 'Michael Bowen', 'Benjamin Niedens', 'Veronica Hart', 'Missy Spell Tanner', 'James Kiriyama-Lem', 'Jake Cross', 'Charlie Scott', 'Juan Medrano', 'John Pritchett', 'Cleo King', 'Don McManus', 'Michael Shamus Wiles', 'April Grace', 'Jason Andrews', 'John S. Davies', 'Kevin Breznahan', 'Miguel Pérez', 'David Masuda', 'Neil Pepe', 'Lionel Mark Smith', 'Annette Helde', 'Emmanuel Johnson', 'Lynne Lerner', 'Felicity Huffman', 'Scott Burkett', 'Bob Brewer', 'Julie Brewer', 'Nancy Marston', 'Maurey Marston', 'Jamala Gaither', 'Danny Wells', 'Amy Brown', 'Eileen Ryan', 'Meagen Fay', 'Patricia Forte', 'Luis Guzmán', 'Patrick Warren', 'Orlando Jones', 'Virginia Pereira', 'Craig Kvinsland', 'Patricia Scanlon', 'Henry Gibson', 'Natalie Elizabeth Marston', 'Bobby Brewer', 'Clark Gregg', 'Art Frankel', 'Matt Gerald', 'Guillermo Melgarejo', 'Paul F. Tompkins', 'Mary Lynn Rajskub', 'Jim Beaver', 'Ezra Buzzington', 'Denise Woolfork', 'Michael Murphy', 'New World Harmonica Trio', 'Robert Downey Sr.', 'William Mapother', 'Larry Ballard', 'Brett Higgins', 'Brian Higgins', 'Michael Lee Phillips Jr.', 'Lillian Adams', 'Steven Bush', 'Mike Massa', 'Dale Gibson', 'Scott Alan Smith', 'Paul Thomas Anderson', 'Bruno Angelico', 'Robert Bella', 'Greg Bronson', 'Douglas Busby', 'Marc Davies', 'Bruce Gregory', 'Phil Hawn', 'Ted Hollis', 'Spencer Kayden', 'Brian Kehew', 'Michael Laren', 'Aimee Mann', 'Miriam Margolyes', 'Tom Ohmer', 'Colleen Pelletier', 'Herb Santos Jr.', 'Tom Tangen']",4.22,nan,['Drama'],189,['USA'],English,"['English', 'French', 'German']","['Ghoulardi Film Company', 'New Line Cinema', 'JoAnne Sellar Productions']",451695,133198,145073,11000,776,1772,1156,5466,5683,23355,31453,82558,56687,78078,286984,https://letterboxd.com/film/magnolia/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
The Big Lebowski,1998,Joel Coen,"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'Philip Seymour Hoffman', 'Tara Reid', 'Philip Moon', 'Mark Pellegrino', 'Peter Stormare', 'Flea', 'Torsten Voges', 'Jimmie Dale Gilmore', 'Jack Kehler', 'John Turturro', 'James G. Hoosier', 'Carlos Leon', 'Terrence Burton', 'Richard Gant', 'Christian Clemenson', 'Dom Irrera', ""Gérard L'Heureux"", 'David Thewlis', 'Lu Elrod', 'Mike Gomez', 'Peter Siragusa', 'Sam Elliott', 'Marshall Manesh', 'Harry Bugin', 'Jesse Flanagan', 'Irene Olga López', 'Luis Colina', 'Ben Gazzara', 'Leon Russom', 'Ajgie Kirkland', 'Jon Polito', 'Aimee Mann', 'Jerry Haleva', 'Jennifer Lamb', 'Warren Keith', 'Wendy Braun', 'Asia Carrera', 'Kiva Dawson']",4.13,nan,"['Crime', 'Comedy']",117,"['UK', 'USA']",English,"['English', 'Hebrew (modern)', 'Spanish', 'German']","['PolyGram Filmed Entertainment', 'Working Title Films', 'Gramercy Pictures']",1177265,183847,398418,25000,1546,4265,2852,14293,14824,66380,87709,217648,118070,195265,722852,https://letterboxd.com/film/the-big-lebowski/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
Misery,1990,Rob Reiner,"['James Caan', 'Kathy Bates', 'Richard Farnsworth', 'Frances Sternhagen', 'Lauren Bacall', 'Graham Jarvis', 'Jerry Potter', 'Thomas Brunelle', 'June Christopher', 'Julie Payne', 'Archie Hahn', 'Gregory Snegoff', 'Wendy Bowers', 'Rob Reiner', 'J.T. Walsh', 'Jay Dee Witney']",3.97,nan,"['Horror', 'Drama', 'Thriller']",107,['USA'],English,['English'],"['Castle Rock Entertainment', 'Nelson Entertainment', 'Columbia Pictures']",449415,90079,125323,1600,157,498,461,3094,4949,29104,51747,118095,37696,36347,282148,https://letterboxd.com/film/misery/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
Die Hard,1988,John McTiernan,"['Bruce Willis', 'Alan Rickman', 'Alexander Godunov', 'Bonnie Bedelia', 'Reginald VelJohnson', 'Paul Gleason', ""De'voreaux White"", 'William Atherton', 'Hart Bochner', 'James Shigeta', 'Bruno Doyon', 'Andreas Wisniewski', 'Clarence Gilyard Jr.', 'Joey Plewa', 'Lorenzo Caccialanza', 'Gerard Bonn', 'Dennis Hayden', 'Al Leong', 'Gary Roberts', 'Hans Buhringer', 'Wilhelm von Homburg', 'Robert Davi', 'Grand L. Bush', 'Bill Marcus', 'Rick Ducommun', 'Matt Landers', 'Carmine Zozzora', 'Dustyn Taylor', 'George Christy', 'Anthony Peck', 'Cheryl Baker', 'Richard Parker', 'David Ursin', 'Mary Ellen Trainor', 'Harri James', 'Shelley Pogoda', 'Selma Archerd', 'Scot Bennett', 'Rebecca Broussard', 'Kate Finlayson', 'Shanna Higgins', 'Kym Malin', 'Taylor Fry', 'Noah Land', 'Betty Carvalho', 'Kip Waldo', 'Mark Goldstein', 'Tracy Reiner', 'Rick Cicetti', 'Fred Lerner', 'Bill Margolin', 'Bob Jennings', 'Bruce P. Schultz', 'David Katz', 'Robert Lesser', 'Stella Hall', 'Terri Lynn Doss', 'Jon E. Greene', 'P. Randall Bowers', 'Michele Laybourn', 'Charlie Picerni', 'Conrad Hurtt', 'Terry Ray', 'Eric Kay']",4.07,nan,"['Thriller', 'Action']",132,['USA'],English,"['English', 'German', 'Italian']","['Gordon Company', 'Silver Pictures', '20th Century Fox']",1057034,156605,310125,6800,737,2155,1540,9910,11560,65592,84748,206618,90852,138513,612225,https://letterboxd.com/film/die-hard/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
BlacKkKlansman,2018,Spike Lee,"['John David Washington', 'Adam Driver', 'Topher Grace', 'Laura Harrier', 'Alec Baldwin', 'Jasper Pääkkönen', 'Corey Hawkins', 'Paul Walter Hauser', 'Ryan Eggold', 'Isiah Whitlock Jr.', 'Robert John Burke', 'Brian Tarantina', 'Arthur J. Nascarella', 'Ken Garito', 'Frederick Weller', 'Michael Buscemi', 'Damaris Lewis', 'Ato Blankson-Wood', 'Dared Wright', 'Faron Salisbury', 'Ashlie Atkinson', 'Victor Colicchio', 'Paul Diomede', 'Elise Hudson', 'Danny Hoch', 'Nicholas Turturro', 'Ryan Preimesberger', 'Harry Belafonte', 'Gina Belafonte', 'Ernest Rayford', 'James Campbell', 'Jared Johnston', 'Michael J. Burg', 'Jeremy J. Nelson', 'Nichelle Bolden']",3.94,nan,"['Drama', 'Comedy', 'History', 'Crime']",136,['USA'],English,['English'],"['Focus Features', 'Legendary Pictures', 'Perfect World Pictures', 'QC Entertainment', 'Blumhouse Productions', 'Monkeypaw Productions', '40 Acres and a Mule Filmworks']",1086964,126860,346678,2700,879,2319,1981,11083,15478,82160,126703,279417,100181,108994,729195,https://letterboxd.com/film/blackkklansman/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
Mission: Impossible,1996,Brian De Palma,"['Tom Cruise', 'Jon Voight', 'Emmanuelle Béart', 'Henry Czerny', 'Jean Reno', 'Ving Rhames', 'Kristin Scott Thomas', 'Vanessa Redgrave', 'Ingeborga Dapkūnaitė', 'Valentina Yakunina', 'Marek Vašut', 'Nathan Osgood', 'John McLaughlin', 'Rolf Saxon', 'Karel Dobrý', 'Andreas Wisniewski', 'David Shaeffer', 'Rudolf Pechan', 'Gaston Šubert', 'Ricco Ross', 'Mark Houghton', 'Bob Friend', 'Annabel Mullion', 'Garrick Hagon', 'Jiřina Třebická', 'Andrzej Borkowski', 'Maya Dokic', 'Sam Douglas', 'Olegar Fedoro', 'Carmela Marner', 'Mimi Potworowska', 'David Schneider', 'Helen Lindsay', 'Pat Starr', 'Richard D. Sharp', 'Randall Paul', 'Sue Doucette', 'Graydon Gould', 'Tony Vogel', 'Michael Rogers', 'Laura Brook', 'Morgan Deare', 'David Phelan', 'Melissa Knatchbull', 'Emilio Estevez', 'Marcel Iureș', 'Ion Caramitru', 'Dale Dye', 'Keith Campbell', 'Michael Cella', 'Harry Fielder', 'Toby Hinson', 'John Knoll', 'Paul Markham', 'Tina Simmons']",3.59,nan,"['Action', 'Thriller', 'Adventure']",110,['USA'],English,"['English', 'French', 'Czech']","['Paramount', 'Cruise/Wagner Productions']",691694,97542,138677,477,499,1893,1660,10754,17075,85051,103079,116406,23796,21529,381742,https://letterboxd.com/film/mission-impossible/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
The Nightmare Before Christmas,1993,Henry Selick,"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey', 'Glenn Shadix', 'Paul Reubens', 'Ken Page', 'Edward Ivory', 'Susan McBride', 'Debi Durst', 'Greg Proops', 'Kerry Katz', 'Randy Crenshaw', 'Sherwood Ball', 'Carmen Twillie', 'Glenn Walters', 'Mia Brown', 'L. Peter Callender', 'Ann Fraser', 'Jennifer Levey', 'Jesse McClurg', 'John Morris', 'Robert Olague', 'Bobbi Page', 'Elena Praskin', 'Trampas Warman', 'Judi M. Durand', 'Doris Hess', 'Daamen J. Krall', 'Christina MacGregor', 'David McCharen', 'Gary Raff', 'David J. Randolph', 'Gary Schwartz', 'Tim Burton', 'Joe Ranft']",3.95,4,"['Family', 'Animation', 'Fantasy']",76,['USA'],English,['English'],"['Touchstone Pictures', 'Skellington Productions', 'Buena Vista Pictures']",1587596,187474,474075,14000,1935,5344,3343,19837,20355,102902,111869,256679,85551,214926,822741,https://letterboxd.com/film/the-nightmare-before-christmas/,https://letterboxd.com//fcbarcelona/list/movies-everyone-should-watch-at-least-once/page/2/
